open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2025-11-24T02:00:00.000,2804.75,2865.3,2802.65,2839.24,443949.793,2025-11-24T02:59:59.999,1262007278.83802,696869,231153.733,657036889.39511,0
2025-11-24T03:00:00.000,2839.23,2866.34,2833.7,2855.52,183784.739,2025-11-24T03:59:59.999,524077604.53758,388023,106367.904,303345409.32635,0
2025-11-24T04:00:00.000,2855.51,2869.99,2800.99,2823.71,325161.601,2025-11-24T04:59:59.999,919644829.99769,525715,159533.438,451209488.52638,0
2025-11-24T05:00:00.000,2823.7,2884.8,2821.28,2866.13,355097.672,2025-11-24T05:59:59.999,1017643481.76828,523103,192320.736,550760678.8979,0
2025-11-24T06:00:00.000,2866.13,2867.65,2826.41,2837.81,232561.468,2025-11-24T06:59:59.999,660601350.77703,376181,112920.668,320779595.40357,0
2025-11-24T07:00:00.000,2837.81,2843.78,2821.49,2828.77,135248.884,2025-11-24T07:59:59.999,383057388.75577,270194,68683.63,194555415.77519,0
2025-11-24T08:00:00.000,2828.76,2841.92,2820.04,2837.37,109862.617,2025-11-24T08:59:59.999,310635490.25832,261592,57122.101,161535091.59958,0
2025-11-24T09:00:00.000,2837.38,2837.38,2786.01,2796.45,294249.121,2025-11-24T09:59:59.999,824902041.32949,468178,133338.891,373708007.40074,0
2025-11-24T10:00:00.000,2796.46,2805.75,2792.08,2797.85,107705.899,2025-11-24T10:59:59.999,301468252.72854,216639,53888.273,150840378.32812,0
2025-11-24T11:00:00.000,2797.84,2807.28,2787.56,2802.07,89250.878,2025-11-24T11:59:59.999,249804249.57488,181688,47039.663,131679803.45075,0
2025-11-24T12:00:00.000,2802.06,2810.97,2793.72,2802.24,103064.674,2025-11-24T12:59:59.999,288683818.51664,219146,51551.479,144417167.55464,0
2025-11-24T13:00:00.000,2802.25,2827.36,2801.0,2813.91,169188.911,2025-11-24T13:59:59.999,476729784.60083,279993,85958.237,242230659.68419,0
2025-11-24T14:00:00.000,2813.9,2848.28,2782.2,2831.16,557175.144,2025-11-24T14:59:59.999,1568154149.56972,862176,276006.698,777000088.75805,0
